GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G37004","2018",,,"North Carolina","37",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), North Carolina",871589,525115,195920,3458,77259,283,37619,31935,3292,28643,"Congressional District 4 (116th Congress), North Carolina",9355,9455,9784,1999,4700,333,7085,4745,1637,4643
"G37005","2018",,,"North Carolina","37",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), North Carolina",762960,601222,114729,4205,12012,1797,14266,14729,2901,11828,"Congressional District 5 (116th Congress), North Carolina",2559,5666,3617,1414,1306,1982,3529,3028,1425,2827
"G37006","2018",,,"North Carolina","37",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), North Carolina",772716,550198,158359,2592,14553,588,29388,17038,2300,14738,"Congressional District 6 (116th Congress), North Carolina",8848,7174,8815,1066,2388,526,4947,3194,1155,2816
"G37007","2018",,,"North Carolina","37",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), North Carolina",809820,608837,154737,5022,6822,467,15679,18256,1307,16949,"Congressional District 7 (116th Congress), North Carolina",7175,7823,4714,1044,1055,422,4161,3663,976,3656
"G37008","2018",,,"North Carolina","37",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), North Carolina",797935,525543,180732,8295,21862,3111,26740,31652,2437,29215,"Congressional District 8 (116th Congress), North Carolina",6162,7517,5248,1122,1628,1838,6180,4681,1436,4377
"G37009","2018",,,"North Carolina","37",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), North Carolina",792434,510575,153740,61608,29200,438,17248,19625,1230,18395,"Congressional District 9 (116th Congress), North Carolina",9897,9052,7240,1099,3615,529,2974,3480,1020,3408
"G37010","2018",,,"North Carolina","37",,,,,,,,,,,,,"10",,,,,"Congressional District 10 (116th Congress), North Carolina",762919,614574,96167,1944,13014,302,19999,16919,1394,15525,"Congressional District 10 (116th Congress), North Carolina",6106,6234,3010,929,1713,308,3486,3228,1167,2940
"G37011","2018",,,"North Carolina","37",,,,,,,,,,,,,"11",,,,,"Congressional District 11 (116th Congress), North Carolina",768166,694680,22893,10898,8484,555,14037,16619,1572,15047,"Congressional District 11 (116th Congress), North Carolina",5505,5312,2445,1455,1212,193,3286,2340,723,2207
"G37012","2018",,,"North Carolina","37",,,,,,,,,,,,,"12",,,,,"Congressional District 12 (116th Congress), North Carolina",880550,405087,333074,4034,48882,309,64917,24247,2487,21760,"Congressional District 12 (116th Congress), North Carolina",8332,9883,6501,1736,3837,292,7633,3771,879,3686
"G37013","2018",,,"North Carolina","37",,,,,,,,,,,,,"13",,,,,"Congressional District 13 (116th Congress), North Carolina",788131,541609,169358,5239,27733,395,19021,24776,1549,23227,"Congressional District 13 (116th Congress), North Carolina",9589,8403,7520,1907,2648,493,4674,3620,1108,3505
"G38000","2018",,,"North Dakota","38",,,,,,,,,,,,,"00",,,,,"Congressional District (at Large) (116th Congress), North Dakota",760077,651687,25896,41270,13749,339,9569,17567,907,16660,"Congressional District (at Large) (116th Congress), North Dakota",0,2325,1992,2276,2149,360,2523,2421,507,2364
"G39001","2018",,,"Ohio","39",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Ohio",740979,528785,153148,1049,27695,0,6680,23622,411,23211,"Congressional District 1 (116th Congress), Ohio",7053,6427,6204,599,2480,195,2677,4167,285,4196
"G39002","2018",,,"Ohio","39",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Ohio",734712,626756,71218,1183,14023,1326,2967,17239,1015,16224,"Congressional District 2 (116th Congress), Ohio",8438,7800,6648,534,2444,1362,1014,3354,654,3481
"G39003","2018",,,"Ohio","39",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Ohio",812264,435291,276374,2310,37678,68,21435,39108,2645,36463,"Congressional District 3 (116th Congress), Ohio",10897,9487,7811,1415,4567,116,4064,6366,1227,6181
"G39004","2018",,,"Ohio","39",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Ohio",707219,637111,35888,3610,8129,74,4479,17928,1321,16607,"Congressional District 4 (116th Congress), Ohio",5766,5940,3254,1592,1504,96,966,2454,687,2426
"G39005","2018",,,"Ohio","39",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Ohio",717088,654248,18872,1250,9691,857,10590,21580,3804,17776,"Congressional District 5 (116th Congress), Ohio",6416,6134,2893,530,1444,417,2191,2838,1706,2796
"G39006","2018",,,"Ohio","39",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Ohio",694694,658447,15368,1304,3887,0,2074,13614,495,13119,"Congressional District 6 (116th Congress), Ohio",6537,6490,2377,651,1534,195,902,2231,332,2240
"G39007","2018",,,"Ohio","39",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Ohio",734091,677610,28285,1645,4713,0,3780,18058,984,17074,"Congressional District 7 (116th Congress), Ohio",8723,9680,2940,990,1553,195,1716,3310,631,3252
"G39008","2018",,,"Ohio","39",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Ohio",731637,640979,44808,1248,16544,0,6862,21196,899,20297,"Congressional District 8 (116th Congress), Ohio",2063,3196,2619,916,1427,195,2522,3189,518,3160
"G39009","2018",,,"Ohio","39",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), Ohio",716235,533397,112356,3161,10655,503,19485,36678,6411,30267,"Congressional District 9 (116th Congress), Ohio",10767,10523,6719,1498,2589,418,3147,5362,1936,4553
"G39010","2018",,,"Ohio","39",,,,,,,,,,,,,"10",,,,,"Congressional District 10 (116th Congress), Ohio",725301,553451,121710,1847,17383,414,5073,25423,1550,23873,"Congressional District 10 (116th Congress), Ohio",1247,2567,3785,636,1278,533,1977,3655,827,3612
"G39011","2018",,,"Ohio","39",,,,,,,,,,,,,"11",,,,,"Congressional District 11 (116th Congress), Ohio",678001,269493,355642,1791,17489,327,8207,25052,1010,24042,"Congressional District 11 (116th Congress), Ohio",12524,9606,8009,748,2973,354,3035,3808,484,3832
"G39012","2018",,,"Ohio","39",,,,,,,,,,,,,"12",,,,,"Congressional District 12 (116th Congress), Ohio",789634,683722,36840,1594,36877,136,3733,26732,1085,25647,"Congressional District 12 (116th Congress), Ohio",9907,8834,3187,1029,5372,191,1620,3294,749,3150
"G39013","2018",,,"Ohio","39",,,,,,,,,,,,,"13",,,,,"Congressional District 13 (116th Congress), Ohio",707603,580914,82532,977,15332,37,5696,22115,1647,20468,"Congressional District 13 (116th Congress), Ohio",11156,9100,5334,519,2894,65,2580,3032,1138,3100
"G39014","2018",,,"Ohio","39",,,,,,,,,,,,,"14",,,,,"Congressional District 14 (116th Congress), Ohio",720551,649331,35441,569,16156,355,4629,14070,1510,12560,"Congressional District 14 (116th Congress), Ohio",8821,7967,3590,350,3028,319,2007,2866,1432,2289
"G39015","2018",,,"Ohio","39",,,,,,,,,,,,,"15",,,,,"Congressional District 15 (116th Congress), Ohio",759569,679312,36182,1063,19593,86,2709,20624,1098,19526,"Congressional District 15 (116th Congress), Ohio",9905,9021,5052,624,3562,117,1327,2905,428,2874
"G39016","2018",,,"Ohio","39",,,,,,,,,,,,,"16",,,,,"Congressional District 16 (116th Congress), Ohio",719864,662093,21642,1071,15917,45,3737,15359,508,14851,"Congressional District 16 (116th Congress), Ohio",10469,9356,4210,614,3051,78,1337,3039,297,3021
"G40001","2018",,,"Oklahoma","40",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Oklahoma",803029,578684,70321,48932,24819,391,18950,60932,2173,58759,"Congressional District 1 (116th Congress), Oklahoma",2195,3581,2118,3004,1003,340,2666,3118,777,3011
"G40002","2018",,,"Oklahoma","40",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Oklahoma",747632,494182,24525,133425,4307,1191,10733,79269,2965,76304,"Congressional District 2 (116th Congress), Oklahoma",2727,3399,1027,3025,598,363,1796,3581,1013,3693
"G40003","2018",,,"Oklahoma","40",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Oklahoma",778026,617671,30541,44811,10533,362,24589,49519,4702,44817,"Congressional District 3 (116th Congress), Oklahoma",3553,4386,1547,2830,1219,268,3303,3851,1612,3347
"G40004","2018",,,"Oklahoma","40",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Oklahoma",791927,591941,52439,43374,18498,1156,21846,62673,2056,60617,"Congressional District 4 (116th Congress), Oklahoma",4788,5225,3714,3151,1774,1000,3184,4496,784,4491
"G40005","2018",,,"Oklahoma","40",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Oklahoma",822465,563428,109854,36641,26537,759,33895,51351,2248,49103,"Congressional District 5 (116th Congress), Oklahoma",3694,6687,4781,2892,1991,321,5742,5211,1102,5167
"G41001","2018",,,"Oregon","41",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Oregon",858910,682996,18791,5374,69904,4836,33889,43120,6096,37024,"Congressional District 1 (116th Congress), Oregon",4940,7154,2123,1324,3948,1380,6276,4888,2099,4266
"G41002","2018",,,"Oregon","41",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Oregon",831343,752017,5956,15829,10435,1882,15377,29847,3225,26622,"Congressional District 2 (116th Congress), Oregon",3835,5842,1194,1579,1209,806,3876,3160,1591,2574
"G41003","2018",,,"Oregon","41",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Oregon",841456,665732,42053,7899,66538,5304,12169,41761,3212,38549,"Congressional District 3 (116th Congress), Oregon",7814,7916,3724,1838,3786,972,3093,4247,1382,4149
"G41004","2018",,,"Oregon","41",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Oregon",814998,708868,5543,10607,21313,1621,24402,42644,5618,37026,"Congressional District 4 (116th Congress), Oregon",4444,5988,1176,2178,1760,350,3739,3650,1869,3166
"G41005","2018",,,"Oregon","41",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Oregon",844006,705370,9703,9342,22490,5115,52136,39850,8029,31821,"Congressional District 5 (116th Congress), Oregon",6712,10025,1559,2176,2477,917,7408,4301,2832,3582
"G42001","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Pennsylvania",713685,610837,28311,551,45393,638,11729,16226,3189,13037,"Congressional District 1 (116th Congress), Pennsylvania",4989,5141,2063,334,3827,539,3016,2816,1489,2398
"G42002","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Pennsylvania",727380,333199,196199,2602,57767,315,109753,27545,9197,18348,"Congressional District 2 (116th Congress), Pennsylvania",18436,10920,13458,1610,5180,314,8256,5201,3289,4125
"G42003","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Pennsylvania",736340,242730,407657,1523,44326,267,11151,28686,4365,24321,"Congressional District 3 (116th Congress), Pennsylvania",16089,8271,13118,966,4639,304,3923,4516,2376,3716
"G42004","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Pennsylvania",727449,578350,70160,305,47999,299,10186,20150,1843,18307,"Congressional District 4 (116th Congress), Pennsylvania",6126,6693,3119,205,3538,313,2620,2939,863,2831
"G42005","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Pennsylvania",718076,460206,182343,1967,49895,0,5531,18134,712,17422,"Congressional District 5 (116th Congress), Pennsylvania",9863,7215,7947,731,5251,177,1464,3419,334,3358
"G42006","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Pennsylvania",734876,600135,48066,508,32630,0,32478,21059,2012,19047,"Congressional District 6 (116th Congress), Pennsylvania",5212,7010,3347,270,1751,177,4968,3286,999,3340
"G42007","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Pennsylvania",731168,592545,52692,2117,23923,1022,32316,26553,4194,22359,"Congressional District 7 (116th Congress), Pennsylvania",5238,7178,4969,1255,2208,1279,6602,4287,1587,3993
"G42008","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Pennsylvania",696956,602185,41398,821,13750,462,19021,19319,1622,17697,"Congressional District 8 (116th Congress), Pennsylvania",6350,7020,4173,257,1700,391,3696,3513,862,3280
"G42009","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), Pennsylvania",702489,643082,19626,644,8666,137,18873,11461,2789,8672,"Congressional District 9 (116th Congress), Pennsylvania",7165,6779,2317,405,1176,267,4045,2479,1627,1837
"G42010","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"10",,,,,"Congressional District 10 (116th Congress), Pennsylvania",734849,581621,85298,1534,28041,353,13980,24022,2429,21593,"Congressional District 10 (116th Congress), Pennsylvania",6842,8347,3786,840,2227,432,3503,3791,1077,3569
"G42011","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"11",,,,,"Congressional District 11 (116th Congress), Pennsylvania",737394,656429,28887,1971,14129,493,18436,17049,1095,15954,"Congressional District 11 (116th Congress), Pennsylvania",6387,6709,3529,1014,1661,405,4127,2991,566,3018
"G42012","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"12",,,,,"Congressional District 12 (116th Congress), Pennsylvania",701192,657365,14903,1746,13706,251,4106,9115,506,8609,"Congressional District 12 (116th Congress), Pennsylvania",4665,4651,1463,788,1291,279,1065,1414,340,1343
"G42013","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"13",,,,,"Congressional District 13 (116th Congress), Pennsylvania",692835,647318,20284,729,3812,28,4340,16324,1285,15039,"Congressional District 13 (116th Congress), Pennsylvania",5581,5390,2471,418,1052,40,1419,2355,626,2230
"G42014","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"14",,,,,"Congressional District 14 (116th Congress), Pennsylvania",684084,641786,21422,380,6459,324,1309,12404,131,12273,"Congressional District 14 (116th Congress), Pennsylvania",3546,3235,1981,341,690,289,604,2012,128,1991
"G42015","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"15",,,,,"Congressional District 15 (116th Congress), Pennsylvania",680927,649327,11851,792,5334,174,2896,10553,507,10046,"Congressional District 15 (116th Congress), Pennsylvania",6262,6436,1262,404,1133,157,910,1593,348,1617
"G42016","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"16",,,,,"Congressional District 16 (116th Congress), Pennsylvania",686525,623500,32918,1349,8556,63,4596,15543,1015,14528,"Congressional District 16 (116th Congress), Pennsylvania",3479,3952,2254,499,1039,111,1466,2437,414,2409
"G42017","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"17",,,,,"Congressional District 17 (116th Congress), Pennsylvania",717264,629316,43985,628,22145,25,3182,17983,1022,16961,"Congressional District 17 (116th Congress), Pennsylvania",7902,9088,4401,304,3399,46,1533,3229,636,3173
"G42018","2018",,,"Pennsylvania","42",,,,,,,,,,,,,"18",,,,,"Congressional District 18 (116th Congress), Pennsylvania",683571,506153,122406,1251,28496,157,3689,21419,1366,20053,"Congressional District 18 (116th Congress), Pennsylvania",7556,8836,5117,506,2870,267,1226,3443,610,3406
"G44001","2018",,,"Rhode Island","44",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Rhode Island",532590,407075,45855,1707,16633,723,42630,17967,3227,14740,"Congressional District 1 (116th Congress), Rhode Island",8721,8677,5270,1079,2638,869,6547,2826,1129,2539
"G44002","2018",,,"Rhode Island","44",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Rhode Island",524725,445730,24894,2634,19431,160,17113,14763,2212,12551,"Congressional District 2 (116th Congress), Rhode Island",8721,9222,4257,1125,2575,204,4789,2496,1267,2149
"G45001","2018",,,"South Carolina","45",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), South Carolina",809610,596258,154046,2094,15292,1334,20133,20453,3641,16812,"Congressional District 1 (116th Congress), South Carolina",7416,6885,6669,970,2023,960,4076,3669,1741,3142
"G45002","2018",,,"South Carolina","45",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), South Carolina",717231,494348,176461,1504,14979,171,13521,16247,2012,14235,"Congressional District 2 (116th Congress), South Carolina",9964,6774,8589,452,2613,205,2898,2409,1104,2237
"G45003","2018",,,"South Carolina","45",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), South Carolina",697467,534791,126928,1989,5646,231,11789,16093,1558,14535,"Congressional District 3 (116th Congress), South Carolina",6542,6193,5166,1496,1375,217,2830,2806,1254,2817
"G45004","2018",,,"South Carolina","45",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), South Carolina",736750,536500,135926,5485,19469,1314,18275,19781,3103,16678,"Congressional District 4 (116th Congress), South Carolina",7453,8458,5086,3587,1654,1083,4560,3796,1618,3313
"G45005","2018",,,"South Carolina","45",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), South Carolina",731341,494957,194577,3419,9808,86,10826,17668,1856,15812,"Congressional District 5 (116th Congress), South Carolina",5052,5152,5818,1242,940,124,2241,3630,980,3370
"G45006","2018",,,"South Carolina","45",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), South Carolina",659483,256307,361797,2260,7989,772,10462,19896,945,18951,"Congressional District 6 (116th Congress), South Carolina",13295,8870,12764,811,2203,899,3132,4489,617,4440
"G45007","2018",,,"South Carolina","45",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), South Carolina",732245,494545,203864,6921,7786,96,7974,11059,1538,9521,"Congressional District 7 (116th Congress), South Carolina",3248,3414,5146,2404,1057,165,2422,3062,849,3121
"G46000","2018",,,"South Dakota","46",,,,,,,,,,,,,"00",,,,,"Congressional District (at Large) (116th Congress), South Dakota",882235,740870,19057,78068,15023,51,5782,23384,750,22634,"Congressional District (at Large) (116th Congress), South Dakota",0,2352,2158,2871,2237,77,1672,3663,514,3643
"G47001","2018",,,"Tennessee","47",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Tennessee",720358,677690,15508,2400,5702,972,4987,13099,1207,11892,"Congressional District 1 (116th Congress), Tennessee",2768,3928,2163,1110,1479,879,1787,2183,787,2086
"G47002","2018",,,"Tennessee","47",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Tennessee",753229,669804,46359,2039,11840,0,6770,16417,363,16054,"Congressional District 2 (116th Congress), Tennessee",3114,4010,2248,782,1212,211,2366,2777,332,2825
"G47003","2018",,,"Tennessee","47",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Tennessee",736889,625434,78236,1735,9583,1068,4345,16488,964,15524,"Congressional District 3 (116th Congress), Tennessee",4659,5014,2979,531,1310,1262,1450,2710,577,2739
"G47004","2018",,,"Tennessee","47",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Tennessee",798482,664963,76824,2861,14313,266,16834,22421,2250,20171,"Congressional District 4 (116th Congress), Tennessee",5395,6695,3670,987,1806,343,4274,3555,1143,3138
"G47005","2018",,,"Tennessee","47",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Tennessee",777696,514933,190935,1173,25828,852,24721,19254,2206,17048,"Congressional District 5 (116th Congress), Tennessee",1686,5683,6067,664,1596,1053,6621,2627,924,2559
"G47006","2018",,,"Tennessee","47",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Tennessee",784725,707579,36384,1507,7195,593,11154,20313,1681,18632,"Congressional District 6 (116th Congress), Tennessee",2788,4238,2737,739,1647,620,2683,3148,1008,3003
"G47007","2018",,,"Tennessee","47",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Tennessee",786523,656918,81711,4170,16825,1669,6718,18512,1452,17060,"Congressional District 7 (116th Congress), Tennessee",3975,4594,3071,1875,2189,1087,1927,2972,874,2891
"G47008","2018",,,"Tennessee","47",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Tennessee",699385,530025,132504,2134,15446,0,5288,13988,501,13487,"Congressional District 8 (116th Congress), Tennessee",5457,7075,5554,783,2604,211,1434,2581,373,2578
"G47009","2018",,,"Tennessee","47",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), Tennessee",712723,188242,479340,1117,12314,74,20336,11300,484,10816,"Congressional District 9 (116th Congress), Tennessee",5101,7461,5404,525,2483,122,3936,2866,308,2800
"G48001","2018",,,"Texas","48",,,,,,,,,,,,,"01",,,,,"Congressional District 1 (116th Congress), Texas",725555,562287,125469,3590,9682,874,9216,14437,1487,12950,"Congressional District 1 (116th Congress), Texas",4681,5761,3307,1746,1371,659,2772,2827,796,2649
"G48002","2018",,,"Texas","48",,,,,,,,,,,,,"02",,,,,"Congressional District 2 (116th Congress), Texas",803041,530501,104364,3093,61941,288,85581,17273,3008,14265,"Congressional District 2 (116th Congress), Texas",23478,20049,13781,1333,6936,363,11427,3204,1299,2792
"G48003","2018",,,"Texas","48",,,,,,,,,,,,,"03",,,,,"Congressional District 3 (116th Congress), Texas",899784,604718,90453,4334,151334,154,22972,25819,3763,22056,"Congressional District 3 (116th Congress), Texas",8289,8853,5367,1174,4242,190,5612,3728,1515,3608
"G48004","2018",,,"Texas","48",,,,,,,,,,,,,"04",,,,,"Congressional District 4 (116th Congress), Texas",759648,613711,84201,5608,9424,56,26424,20224,2379,17845,"Congressional District 4 (116th Congress), Texas",7731,7334,5131,1302,1281,102,5027,2771,1307,2380
"G48005","2018",,,"Texas","48",,,,,,,,,,,,,"05",,,,,"Congressional District 5 (116th Congress), Texas",749808,564747,118355,3988,13423,471,30494,18330,4305,14025,"Congressional District 5 (116th Congress), Texas",11072,12501,8045,1567,3315,352,5168,3746,1926,2821
"G48006","2018",,,"Texas","48",,,,,,,,,,,,,"06",,,,,"Congressional District 6 (116th Congress), Texas",804816,516702,173170,5190,40475,785,35065,33429,5610,27819,"Congressional District 6 (116th Congress), Texas",15813,13070,12583,1973,5614,594,5788,5908,2062,5202
"G48007","2018",,,"Texas","48",,,,,,,,,,,,,"07",,,,,"Congressional District 7 (116th Congress), Texas",775198,484785,118712,4713,88329,452,53747,24460,5208,19252,"Congressional District 7 (116th Congress), Texas",28663,19060,16569,4495,8749,619,10358,5072,1997,4236
"G48008","2018",,,"Texas","48",,,,,,,,,,,,,"08",,,,,"Congressional District 8 (116th Congress), Texas",871420,726274,71309,2727,27241,367,22294,21208,3780,17428,"Congressional District 8 (116th Congress), Texas",12276,13252,5621,1478,3541,312,5012,4975,1942,4265
"G48009","2018",,,"Texas","48",,,,,,,,,,,,,"09",,,,,"Congressional District 9 (116th Congress), Texas",786925,265656,298391,2319,93502,227,112833,13997,2379,11618,"Congressional District 9 (116th Congress), Texas",29478,19766,17519,1356,10406,272,11134,4301,1302,4166
"G48010","2018",,,"Texas","48",,,,,,,,,,,,,"10",,,,,"Congressional District 10 (116th Congress), Texas",896798,635232,96895,6400,56253,255,71815,29948,4006,25942,"Congressional District 10 (116th Congress), Texas",24121,20341,11214,2832,6675,229,10672,5257,1851,4658
"G48011","2018",,,"Texas","48",,,,,,,,,,,,,"11",,,,,"Congressional District 11 (116th Congress), Texas",782337,676504,32729,6674,9738,298,39328,17066,5941,11125,"Congressional District 11 (116th Congress), Texas",6209,9474,2910,2765,1737,225,6538,3348,2004,2740
"G48012","2018",,,"Texas","48",,,,,,,,,,,,,"12",,,,,"Congressional District 12 (116th Congress), Texas",812102,643801,69789,5536,32593,1222,34625,24536,3941,20595,"Congressional District 12 (116th Congress), Texas",15762,16151,8182,2735,5119,1070,7686,3804,1752,3585
"G48013","2018",,,"Texas","48",,,,,,,,,,,,,"13",,,,,"Congressional District 13 (116th Congress), Texas",711672,606114,41595,5395,16293,861,23173,18241,2769,15472,"Congressional District 13 (116th Congress), Texas",4745,6299,2547,1080,1227,699,3658,2558,1243,2485
"G48014","2018",,,"Texas","48",,,,,,,,,,,,,"14",,,,,"Congressional District 14 (116th Congress), Texas",763380,541303,149184,2489,23569,1184,24467,21184,5087,16097,"Congressional District 14 (116th Congress), Texas",8826,9092,5222,1073,1714,1374,4802,3756,2563,2776
"G48015","2018",,,"Texas","48",,,,,,,,,,,,,"15",,,,,"Congressional District 15 (116th Congress), Texas",795511,682610,17538,1876,9974,9,69565,13939,7720,6219,"Congressional District 15 (116th Congress), Texas",13153,14544,2240,696,1652,15,9430,3289,2899,1384
"G48016","2018",,,"Texas","48",,,,,,,,,,,,,"16",,,,,"Congressional District 16 (116th Congress), Texas",733764,574519,25247,2619,10354,1246,95537,24242,6725,17517,"Congressional District 16 (116th Congress), Texas",7877,12554,2112,1059,1305,259,10934,4336,2134,3721
"G48017","2018",,,"Texas","48",,,,,,,,,,,,,"17",,,,,"Congressional District 17 (116th Congress), Texas",793513,615999,102109,3110,42096,373,11538,18288,2313,15975,"Congressional District 17 (116th Congress), Texas",11152,11859,6076,1215,4900,421,3159,2752,763,2509
"G48018","2018",,,"Texas","48",,,,,,,,,,,,,"18",,,,,"Congressional District 18 (116th Congress), Texas",801885,388019,288465,3717,31511,1622,72098,16453,3220,13233,"Congressional District 18 (116th Congress), Texas",24004,17944,16715,1528,5166,1359,10060,4055,1318,3589
"G48019","2018",,,"Texas","48",,,,,,,,,,,,,"19",,,,,"Congressional District 19 (116th Congress), Texas",731759,601004,45575,6035,13229,580,43292,22044,4333,17711,"Congressional District 19 (116th Congress), Texas",6458,8734,3392,1598,1537,663,4671,3451,1200,3273
"G48020","2018",,,"Texas","48",,,,,,,,,,,,,"20",,,,,"Congressional District 20 (116th Congress), Texas",846337,698825,46037,8866,25393,310,40498,26408,7009,19399,"Congressional District 20 (116th Congress), Texas",22034,21246,5944,3230,4568,287,7351,4772,1993,4035
"G48021","2018",,,"Texas","48",,,,,,,,,,,,,"21",,,,,"Congressional District 21 (116th Congress), Texas",818281,695090,32770,2881,29039,732,27933,29836,5272,24564,"Congressional District 21 (116th Congress), Texas",19731,17906,4505,1423,3925,638,4768,4028,2171,4045
"G48022","2018",,,"Texas","48",,,,,,,,,,,,,"22",,,,,"Congressional District 22 (116th Congress), Texas",935386,557965,136922,2278,181244,107,33809,23061,7028,16033,"Congressional District 22 (116th Congress), Texas",21358,15580,12200,1270,9364,129,8480,3769,2449,3024
"G48023","2018",,,"Texas","48",,,,,,,,,,,,,"23",,,,,"Congressional District 23 (116th Congress), Texas",794879,667536,30583,4834,19335,788,56224,15579,4280,11299,"Congressional District 23 (116th Congress), Texas",16077,17917,6320,2191,4817,595,7596,3163,1385,2485
"G48024","2018",,,"Texas","48",,,,,,,,,,,,,"24",,,,,"Congressional District 24 (116th Congress), Texas",817147,512935,110412,3351,117466,1797,47511,23675,5235,18440,"Congressional District 24 (116th Congress), Texas",11209,13506,10638,1151,8443,1666,8141,3536,1763,3317
"G48025","2018",,,"Texas","48",,,,,,,,,,,,,"25",,,,,"Congressional District 25 (116th Congress), Texas",786976,637401,69290,3302,28624,306,22396,25657,2341,23316,"Congressional District 25 (116th Congress), Texas",16986,12914,7942,1361,4268,198,4303,3104,1079,2964
